bank_account_key,tdate,description,amount,classification,period_status,transaction_group,transaction_type,vendor,customer,comments,vendor_no_w9,customer_no_w9
108Pagoda,2023-12-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0LHGGDGC TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,0,W9-TRULO,108Pagoda
108Pagoda,2023-12-01,FREEDOM MTG PYMTS 120123 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,0,Lender,108Pagoda
108Pagoda,2023-12-12,OnePlus Realty G SIGONFILE 121223 WJBF62 Pagoda Homes LLC (108,1736,clean,closed,A01-Income,Rev-Rent,108Pagoda,GeneralCustomer,0,108Pagoda,Tenant
108Pagoda,2023-12-22,"COLLIN COUNTY, T PAYMENT 231221 100284928015 COLLIN COUNTY, TX PROP",-5544.09,clean,closed,A01-Income,Exp-Taxes,GeneralVendor,108Pagoda,0,County,108Pagoda
108Pagoda,2023-12-29,ONLINE TRANSFER TO GUPTA P REF #IB0LRW3WHQ SAVINGS PAGODA OWNER DRAW 2023,-4000,clean,closed,D01-Owner,Owner-Draw,Partnership,108Pagoda,0,Partnership,108Pagoda
108Pagoda,2024-01-02,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0LSLQ3YD TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,Initial,W9-TRULO,108Pagoda
108Pagoda,2024-01-02,FREEDOM MTG PYMTS 010124 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,Initial,GeneralVendor,108Pagoda
108Pagoda,2024-01-05,"Willow Creek Own Payments 240105 00152-8824 GUPTA, NEERAJ",-218,clean,closed,A01-Income,Exp-HOA,GeneralVendor,108Pagoda,Initial,GeneralVendor,108Pagoda
108Pagoda,2024-01-11,OnePlus Realty G SIGONFILE 011124 ZQS082 Pagoda Homes LLC (108,2234,clean,closed,A01-Income,Rev-Rent,108Pagoda,W9-ONEPLUS,Initial,108Pagoda,W9-ONEPLUS
108Pagoda,2024-02-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0M47Y574 TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,Initial,W9-TRULO,108Pagoda
108Pagoda,2024-02-01,FREEDOM MTG PYMTS 020124 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,Initial,GeneralVendor,108Pagoda
108Pagoda,2024-02-13,OnePlus Realty G SIGONFILE 021324 B6GT92 Pagoda Homes LLC (108,1925,clean,closed,A01-Income,Rev-Rent,108Pagoda,W9-ONEPLUS,Initial,108Pagoda,W9-ONEPLUS
108Pagoda,2024-03-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0MF2BF2Y TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,Initial,W9-TRULO,108Pagoda
108Pagoda,2024-03-01,FREEDOM MTG PYMTS 030124 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,Initial,GeneralVendor,108Pagoda
108Pagoda,2024-03-18,"WF Credit Card AUTO PAY 240317 90824052413794 GUPTA,NEERAJ",-84.19,clean,closed,A01-Income,Exp-Repair,GeneralVendor,108Pagoda,Initial,GeneralVendor,108Pagoda
108Pagoda,2024-04-01,OnePlus Realty G SIGONFILE 040124 LTBCD2 Pagoda Homes LLC (108,1925,clean,closed,A01-Income,Rev-Rent,108Pagoda,W9-ONEPLUS,Initial,108Pagoda,W9-ONEPLUS
108Pagoda,2024-04-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0MQK3QFC TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,Initial,W9-TRULO,108Pagoda
108Pagoda,2024-04-01,FREEDOM MTG PYMTS 040124 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,Initial,GeneralVendor,108Pagoda
108Pagoda,2024-04-12,OnePlus Realty G SIGONFILE 041224 63H8F2 Pagoda Homes LLC (108,1716,clean,closed,A01-Income,Rev-Rent,108Pagoda,W9-ONEPLUS,Initial,108Pagoda,W9-ONEPLUS
108Pagoda,2024-05-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0N2VC678 TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,Initial,W9-TRULO,PropertyManagement
108Pagoda,2024-05-01,FREEDOM MTG PYMTS 050124 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,Initial,GeneralVendor,Mortgage
108Pagoda,2024-05-09,OnePlus Realty G SIGONFILE 050924 56JPG2 Pagoda Homes LLC (108,557.05,clean,closed,A01-Income,Rev-Rent,108Pagoda,W9-ONEPLUS,Initial,Property,W9-ONEPLUS
108Pagoda,2024-06-03,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0NDQKR6D TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,Initial,W9-TRULO,PropertyManagement
108Pagoda,2024-06-03,FREEDOM MTG PYMTS 060324 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,Initial,GeneralVendor,Mortgage
108Pagoda,2024-06-11,OnePlus Realty G SIGONFILE 061124 D1HNJ2 Pagoda Homes LLC (108,1525,clean,closed,A01-Income,Rev-Rent,108Pagoda,W9-ONEPLUS,Initial,Property,W9-ONEPLUS
108Pagoda,2024-07-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0NQ59FR9 TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,Initial,W9-TRULO,PropertyManagement
108Pagoda,2024-07-01,FREEDOM MTG PYMTS 070124 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,Initial,GeneralVendor,Mortgage
108Pagoda,2024-07-10,OnePlus Realty G SIGONFILE 071024 6TRBL2 Pagoda Homes LLC (108,1925,clean,closed,A01-Income,Rev-Rent,108Pagoda,W9-ONEPLUS,Initial,Property,W9-ONEPLUS
108Pagoda,2024-08-01,"RECURRING TRANSFER TO JPMORGAN CHASE BANK, NA CHK XXXXX8616 N. GUPTA REF #FP0P2VHFSF TRULO PROPERTY MANAGEMENT MONTHLY FEE",-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,108Pagoda,Initial,W9-TRULO,PropertyManagement
108Pagoda,2024-08-01,FREEDOM MTG PYMTS 080124 0129201927 NEERAJ GUPTA,-726.97,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,108Pagoda,Initial,GeneralVendor,Mortgage
108Pagoda,2024-08-09,OnePlus Realty G SIGONFILE 080924 XY88N2 Pagoda Homes LLC (108,2025,clean,closed,A01-Income,Rev-Rent,108Pagoda,W9-ONEPLUS,Initial,Property,W9-ONEPLUS
108PagodaSavings,2014-12-31,Interest,0.76,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2015-12-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OPETZ863VD BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2015-12-31,INTEREST PAYMENT,0.05,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2016-01-04,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OPEKBDLZ2V BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2016-01-29,INTEREST PAYMENT,0.06,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2016-02-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OPE8MJV5CD BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2016-02-29,INTEREST PAYMENT,0.06,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2016-03-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OPEGFXCHJG BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2016-03-31,INTEREST PAYMENT,0.07,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2016-04-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OPEN8CCTV3 BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2016-04-29,INTEREST PAYMENT,0.06,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2016-05-02,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OPEKCM2VGD BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2016-05-31,INTEREST PAYMENT,0.08,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2016-06-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OPEGGVHCYM BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2016-06-30,INTEREST PAYMENT,0.07,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2016-07-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OPEXYG37CM BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2016-07-29,INTEREST PAYMENT,0.08,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2016-08-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OPEKDKD9DW BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2016-08-31,INTEREST PAYMENT,0.09,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2016-09-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OPEGHT42VW BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2016-09-30,INTEREST PAYMENT,0.09,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2016-10-03,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OPENB86G3Z BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2016-10-31,INTEREST PAYMENT,0.09,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2016-11-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OPEXZPWYG9 BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2016-11-30,INTEREST PAYMENT,0.09,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2016-12-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OPEXZZ7HHJ BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2016-12-12,ONLINE TRANSFER FROM PAGODA HOMES LLC REF #IBE5TNT4BV BUSINESS MARKET RATE SAVINGPAGODA SAVX9333 TO PAG CHKX4356 TRANSFER,3000,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2016-12-30,INTEREST PAYMENT,0.05,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2017-01-03,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OPECMY2FTX BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2017-01-31,INTEREST PAYMENT,0.03,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2017-02-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP0354XD36 BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2017-02-28,INTEREST PAYMENT,0.03,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2017-03-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP037DQG69 BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2017-03-31,INTEREST PAYMENT,0.03,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2017-04-03,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP039V47LL BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2017-04-28,INTEREST PAYMENT,0.04,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2017-05-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP03D9CPJQ BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2017-05-31,INTEREST PAYMENT,0.05,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2017-06-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP03GPRJBH BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2017-06-30,INTEREST PAYMENT,0.04,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2017-07-03,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP03K5K59B BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2017-07-31,INTEREST PAYMENT,0.05,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2017-08-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP03MLRXLY BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2017-08-31,INTEREST PAYMENT,0.06,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2017-09-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP03Q5689M BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2017-09-29,INTEREST PAYMENT,0.05,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2017-10-02,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP03SW7LV7 BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2017-10-31,INTEREST PAYMENT,0.07,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2017-11-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP03WQP2BH BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2017-11-30,INTEREST PAYMENT,0.06,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2017-12-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP03ZKNDTP BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2017-12-29,INTEREST PAYMENT,0.07,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2018-01-02,ONLINE TRANSFER FROM PAGODA HOMES LLC REF #IB044P4VB9 BUSINESS MARKET RATE SAVING XFER PAG SAV TO PAG CHK,1000,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2018-01-02,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP044JFJHC BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2018-01-31,INTEREST PAYMENT,0.05,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2018-02-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP047GLZV3 BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2018-02-28,INTEREST PAYMENT,0.05,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2018-03-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP04BB6VY3 BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2018-03-30,INTEREST PAYMENT,0.05,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2018-04-02,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP04FLBZYX BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2018-04-30,INTEREST PAYMENT,0.06,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2018-05-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP04JV5K7T BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2018-05-31,INTEREST PAYMENT,0.06,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2018-06-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP04NKY2SM BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2018-06-29,INTEREST PAYMENT,0.07,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2018-07-02,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP04SBGLDH BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2018-07-31,INTEREST PAYMENT,0.07,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2018-08-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP04X4JBQ6 BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2018-08-31,INTEREST PAYMENT,0.07,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2018-09-04,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP0534ZM8W BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2018-09-28,INTEREST PAYMENT,0.08,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2018-10-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP056XVMZW BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2018-10-31,INTEREST PAYMENT,0.08,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2018-11-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP05BV9GMM BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2018-11-30,INTEREST PAYMENT,0.09,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2018-12-03,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP05GT5FNJ BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2018-12-31,INTEREST PAYMENT,0.08,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2019-01-02,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP05LT55N4 BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2019-01-31,INTEREST PAYMENT,0.02,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2019-02-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP05QS2XL6 BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2019-02-28,INTEREST PAYMENT,0.02,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2019-03-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP05VNDMH6 BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2019-03-29,INTEREST PAYMENT,0.03,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2019-04-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP05ZYH7Q7 BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2019-04-30,INTEREST PAYMENT,0.03,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2019-05-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP0664V2CG BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2019-06-03,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP06BJTGGM BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2019-06-28,INTEREST PAYMENT,0.03,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
108PagodaSavings,2019-07-01,RECURRING TRANSFER FROM PAGODA HOMES LLC REF #OP06GT56GZ BUSINESS CHECKING PAGODA CHK TO SAV,150,clean,closed,F01-BankTransfer,Transfer,108PagodaSavings,108Pagoda,,108PagodaSavings,108Pagoda
108PagodaSavings,2019-07-31,INTEREST PAYMENT,0.04,clean,closed,A01-Income,Rev-Interest,108PagodaSavings,GeneralCustomer,,108PagodaSavings,Bank
